Steps,Timestamp,Date,Datetime,Hour
0,1559350860,2019-06-01,2019-06-01 10:01:00+09:00,10
0,1559351460,2019-06-01,2019-06-01 10:11:00+09:00,10
0,1559352060,2019-06-01,2019-06-01 10:21:00+09:00,10
0,1559352660,2019-06-01,2019-06-01 10:31:00+09:00,10
0,1559353260,2019-06-01,2019-06-01 10:41:00+09:00,10
0,1559353860,2019-06-01,2019-06-01 10:51:00+09:00,10
80,1559354460,2019-06-01,2019-06-01 11:01:00+09:00,11
251,1559355060,2019-06-01,2019-06-01 11:11:00+09:00,11
515,1559355660,2019-06-01,2019-06-01 11:21:00+09:00,11
665,1559356260,2019-06-01,2019-06-01 11:31:00+09:00,11
861,1559356860,2019-06-01,2019-06-01 11:41:00+09:00,11
1170,1559357460,2019-06-01,2019-06-01 11:51:00+09:00,11
1922,1559358060,2019-06-01,2019-06-01 12:01:00+09:00,12
2277,1559358660,2019-06-01,2019-06-01 12:11:00+09:00,12
2277,1559359260,2019-06-01,2019-06-01 12:21:00+09:00,12
2277,1559359860,2019-06-01,2019-06-01 12:31:00+09:00,12
2277,1559360460,2019-06-01,2019-06-01 12:41:00+09:00,12
2560,1559361060,2019-06-01,2019-06-01 12:51:00+09:00,12
2908,1559361660,2019-06-01,2019-06-01 13:01:00+09:00,13
3561,1559362260,2019-06-01,2019-06-01 13:11:00+09:00,13
4335,1559362860,2019-06-01,2019-06-01 13:21:00+09:00,13
4791,1559363460,2019-06-01,2019-06-01 13:31:00+09:00,13
5186,1559364060,2019-06-01,2019-06-01 13:41:00+09:00,13
5209,1559364660,2019-06-01,2019-06-01 13:51:00+09:00,13
5209,1559365260,2019-06-01,2019-06-01 14:01:00+09:00,14
5209,1559365860,2019-06-01,2019-06-01 14:11:00+09:00,14
5209,1559366460,2019-06-01,2019-06-01 14:21:00+09:00,14
5209,1559367060,2019-06-01,2019-06-01 14:31:00+09:00,14
5349,1559367660,2019-06-01,2019-06-01 14:41:00+09:00,14
5541,1559368260,2019-06-01,2019-06-01 14:51:00+09:00,14
5561,1559368860,2019-06-01,2019-06-01 15:01:00+09:00,15
5561,1559369460,2019-06-01,2019-06-01 15:11:00+09:00,15
5561,1559370060,2019-06-01,2019-06-01 15:21:00+09:00,15
5575,1559370660,2019-06-01,2019-06-01 15:31:00+09:00,15
5916,1559371260,2019-06-01,2019-06-01 15:41:00+09:00,15
6305,1559371860,2019-06-01,2019-06-01 15:51:00+09:00,15
6902,1559372460,2019-06-01,2019-06-01 16:01:00+09:00,16
7555,1559373060,2019-06-01,2019-06-01 16:11:00+09:00,16
7743,1559373660,2019-06-01,2019-06-01 16:21:00+09:00,16
8264,1559374260,2019-06-01,2019-06-01 16:31:00+09:00,16
8443,1559374860,2019-06-01,2019-06-01 16:41:00+09:00,16
8827,1559375460,2019-06-01,2019-06-01 16:51:00+09:00,16
9023,1559376060,2019-06-01,2019-06-01 17:01:00+09:00,17
9561,1559376660,2019-06-01,2019-06-01 17:11:00+09:00,17
9918,1559377260,2019-06-01,2019-06-01 17:21:00+09:00,17
10051,1559377860,2019-06-01,2019-06-01 17:31:00+09:00,17
10241,1559378460,2019-06-01,2019-06-01 17:41:00+09:00,17
10255,1559379060,2019-06-01,2019-06-01 17:51:00+09:00,17
10430,1559379660,2019-06-01,2019-06-01 18:01:00+09:00,18
10430,1559380260,2019-06-01,2019-06-01 18:11:00+09:00,18
10453,1559380860,2019-06-01,2019-06-01 18:21:00+09:00,18
10499,1559381460,2019-06-01,2019-06-01 18:31:00+09:00,18
10804,1559382060,2019-06-01,2019-06-01 18:41:00+09:00,18
11201,1559382660,2019-06-01,2019-06-01 18:51:00+09:00,18
11349,1559383260,2019-06-01,2019-06-01 19:01:00+09:00,19
11437,1559383860,2019-06-01,2019-06-01 19:11:00+09:00,19
11447,1559384460,2019-06-01,2019-06-01 19:21:00+09:00,19
11479,1559385060,2019-06-01,2019-06-01 19:31:00+09:00,19
11537,1559385660,2019-06-01,2019-06-01 19:41:00+09:00,19
11556,1559386260,2019-06-01,2019-06-01 19:51:00+09:00,19
11556,1559386860,2019-06-01,2019-06-01 20:01:00+09:00,20
11556,1559387460,2019-06-01,2019-06-01 20:11:00+09:00,20
11556,1559388060,2019-06-01,2019-06-01 20:21:00+09:00,20
11556,1559388660,2019-06-01,2019-06-01 20:31:00+09:00,20
11556,1559389260,2019-06-01,2019-06-01 20:41:00+09:00,20
11667,1559389680,2019-06-01,2019-06-01 20:48:00+09:00,20
11667,1559390291,2019-06-01,2019-06-01 20:58:11+09:00,20
11667,1559391523,2019-06-01,2019-06-01 21:18:43+09:00,21
11667,1559392189,2019-06-01,2019-06-01 21:29:49+09:00,21
11667,1559392807,2019-06-01,2019-06-01 21:40:07+09:00,21
11667,1559393444,2019-06-01,2019-06-01 21:50:44+09:00,21
11667,1559394060,2019-06-01,2019-06-01 22:01:00+09:00,22
11667,1559394661,2019-06-01,2019-06-01 22:11:01+09:00,22
11667,1559395380,2019-06-01,2019-06-01 22:23:00+09:00,22
11667,1559395996,2019-06-01,2019-06-01 22:33:16+09:00,22
11667,1559397285,2019-06-01,2019-06-01 22:54:45+09:00,22
11667,1559397889,2019-06-01,2019-06-01 23:04:49+09:00,23
11667,1559398543,2019-06-01,2019-06-01 23:15:43+09:00,23
11667,1559399174,2019-06-01,2019-06-01 23:26:14+09:00,23
11667,1559399803,2019-06-01,2019-06-01 23:36:43+09:00,23
11667,1559400420,2019-06-01,2019-06-01 23:47:00+09:00,23
11667,1559401025,2019-06-01,2019-06-01 23:57:05+09:00,23
0,1559401625,2019-06-02,2019-06-02 00:07:05+09:00,0
0,1559402828,2019-06-02,2019-06-02 00:27:08+09:00,0
0,1559403435,2019-06-02,2019-06-02 00:37:15+09:00,0
0,1559404039,2019-06-02,2019-06-02 00:47:19+09:00,0
0,1559404650,2019-06-02,2019-06-02 00:57:30+09:00,0
0,1559405280,2019-06-02,2019-06-02 01:08:00+09:00,1
0,1559405989,2019-06-02,2019-06-02 01:19:49+09:00,1
0,1559406600,2019-06-02,2019-06-02 01:30:00+09:00,1
0,1559407244,2019-06-02,2019-06-02 01:40:44+09:00,1
0,1559407878,2019-06-02,2019-06-02 01:51:18+09:00,1
0,1559408503,2019-06-02,2019-06-02 02:01:43+09:00,2
0,1559409121,2019-06-02,2019-06-02 02:12:01+09:00,2
0,1559410423,2019-06-02,2019-06-02 02:33:43+09:00,2
0,1559411024,2019-06-02,2019-06-02 02:43:44+09:00,2
0,1559411689,2019-06-02,2019-06-02 02:54:49+09:00,2
0,1559412370,2019-06-02,2019-06-02 03:06:10+09:00,3
0,1559413004,2019-06-02,2019-06-02 03:16:44+09:00,3
0,1559413621,2019-06-02,2019-06-02 03:27:01+09:00,3
0,1559414223,2019-06-02,2019-06-02 03:37:03+09:00,3
0,1559414852,2019-06-02,2019-06-02 03:47:32+09:00,3
0,1559415591,2019-06-02,2019-06-02 03:59:51+09:00,3
0,1559416250,2019-06-02,2019-06-02 04:10:50+09:00,4
0,1559416861,2019-06-02,2019-06-02 04:21:01+09:00,4
0,1559417474,2019-06-02,2019-06-02 04:31:14+09:00,4
0,1559418180,2019-06-02,2019-06-02 04:43:00+09:00,4
0,1559418808,2019-06-02,2019-06-02 04:53:28+09:00,4
0,1559419423,2019-06-02,2019-06-02 05:03:43+09:00,5
0,1559420085,2019-06-02,2019-06-02 05:14:45+09:00,5
0,1559420692,2019-06-02,2019-06-02 05:24:52+09:00,5
0,1559421321,2019-06-02,2019-06-02 05:35:21+09:00,5
0,1559421951,2019-06-02,2019-06-02 05:45:51+09:00,5
0,1559422569,2019-06-02,2019-06-02 05:56:09+09:00,5
0,1559423203,2019-06-02,2019-06-02 06:06:43+09:00,6
0,1559423821,2019-06-02,2019-06-02 06:17:01+09:00,6
0,1559424421,2019-06-02,2019-06-02 06:27:01+09:00,6
0,1559425022,2019-06-02,2019-06-02 06:37:02+09:00,6
0,1559425651,2019-06-02,2019-06-02 06:47:31+09:00,6
0,1559426924,2019-06-02,2019-06-02 07:08:44+09:00,7
0,1559427589,2019-06-02,2019-06-02 07:19:49+09:00,7
12,1559427840,2019-06-02,2019-06-02 07:24:00+09:00,7
12,1559428440,2019-06-02,2019-06-02 07:34:00+09:00,7
12,1559429040,2019-06-02,2019-06-02 07:44:00+09:00,7
12,1559429640,2019-06-02,2019-06-02 07:54:00+09:00,7
12,1559430240,2019-06-02,2019-06-02 08:04:00+09:00,8
12,1559430840,2019-06-02,2019-06-02 08:14:00+09:00,8
12,1559431440,2019-06-02,2019-06-02 08:24:00+09:00,8
12,1559432040,2019-06-02,2019-06-02 08:34:00+09:00,8
12,1559432640,2019-06-02,2019-06-02 08:44:00+09:00,8
12,1559433240,2019-06-02,2019-06-02 08:54:00+09:00,8
12,1559433840,2019-06-02,2019-06-02 09:04:00+09:00,9
12,1559434440,2019-06-02,2019-06-02 09:14:00+09:00,9
12,1559435040,2019-06-02,2019-06-02 09:24:00+09:00,9
12,1559435640,2019-06-02,2019-06-02 09:34:00+09:00,9
12,1559436240,2019-06-02,2019-06-02 09:44:00+09:00,9
12,1559436840,2019-06-02,2019-06-02 09:54:00+09:00,9
12,1559437440,2019-06-02,2019-06-02 10:04:00+09:00,10
12,1559438040,2019-06-02,2019-06-02 10:14:00+09:00,10
12,1559438640,2019-06-02,2019-06-02 10:24:00+09:00,10
12,1559439240,2019-06-02,2019-06-02 10:34:00+09:00,10
12,1559439840,2019-06-02,2019-06-02 10:44:00+09:00,10
12,1559440440,2019-06-02,2019-06-02 10:54:00+09:00,10
12,1559441040,2019-06-02,2019-06-02 11:04:00+09:00,11
12,1559441640,2019-06-02,2019-06-02 11:14:00+09:00,11
12,1559442240,2019-06-02,2019-06-02 11:24:00+09:00,11
12,1559442840,2019-06-02,2019-06-02 11:34:00+09:00,11
12,1559443440,2019-06-02,2019-06-02 11:44:00+09:00,11
12,1559444040,2019-06-02,2019-06-02 11:54:00+09:00,11
12,1559444640,2019-06-02,2019-06-02 12:04:00+09:00,12
12,1559445240,2019-06-02,2019-06-02 12:14:00+09:00,12
12,1559445840,2019-06-02,2019-06-02 12:24:00+09:00,12
12,1559446440,2019-06-02,2019-06-02 12:34:00+09:00,12
12,1559447040,2019-06-02,2019-06-02 12:44:00+09:00,12
12,1559447640,2019-06-02,2019-06-02 12:54:00+09:00,12
12,1559448240,2019-06-02,2019-06-02 13:04:00+09:00,13
12,1559448840,2019-06-02,2019-06-02 13:14:00+09:00,13
12,1559449440,2019-06-02,2019-06-02 13:24:00+09:00,13
12,1559450040,2019-06-02,2019-06-02 13:34:00+09:00,13
12,1559450640,2019-06-02,2019-06-02 13:44:00+09:00,13
12,1559451240,2019-06-02,2019-06-02 13:54:00+09:00,13
12,1559451840,2019-06-02,2019-06-02 14:04:00+09:00,14
12,1559452440,2019-06-02,2019-06-02 14:14:00+09:00,14
12,1559453040,2019-06-02,2019-06-02 14:24:00+09:00,14
12,1559453640,2019-06-02,2019-06-02 14:34:00+09:00,14
12,1559454240,2019-06-02,2019-06-02 14:44:00+09:00,14
12,1559454840,2019-06-02,2019-06-02 14:54:00+09:00,14
12,1559455440,2019-06-02,2019-06-02 15:04:00+09:00,15
12,1559456040,2019-06-02,2019-06-02 15:14:00+09:00,15
12,1559456640,2019-06-02,2019-06-02 15:24:00+09:00,15
12,1559457240,2019-06-02,2019-06-02 15:34:00+09:00,15
12,1559457840,2019-06-02,2019-06-02 15:44:00+09:00,15
12,1559458440,2019-06-02,2019-06-02 15:54:00+09:00,15
12,1559459040,2019-06-02,2019-06-02 16:04:00+09:00,16
12,1559459640,2019-06-02,2019-06-02 16:14:00+09:00,16
12,1559460240,2019-06-02,2019-06-02 16:24:00+09:00,16
12,1559460840,2019-06-02,2019-06-02 16:34:00+09:00,16
12,1559461440,2019-06-02,2019-06-02 16:44:00+09:00,16
12,1559462040,2019-06-02,2019-06-02 16:54:00+09:00,16
12,1559462640,2019-06-02,2019-06-02 17:04:00+09:00,17
12,1559463240,2019-06-02,2019-06-02 17:14:00+09:00,17
12,1559463840,2019-06-02,2019-06-02 17:24:00+09:00,17
12,1559464440,2019-06-02,2019-06-02 17:34:00+09:00,17
12,1559465040,2019-06-02,2019-06-02 17:44:00+09:00,17
12,1559465640,2019-06-02,2019-06-02 17:54:00+09:00,17
12,1559466240,2019-06-02,2019-06-02 18:04:00+09:00,18
12,1559466840,2019-06-02,2019-06-02 18:14:00+09:00,18
12,1559467440,2019-06-02,2019-06-02 18:24:00+09:00,18
12,1559468040,2019-06-02,2019-06-02 18:34:00+09:00,18
12,1559468640,2019-06-02,2019-06-02 18:44:00+09:00,18
12,1559469240,2019-06-02,2019-06-02 18:54:00+09:00,18
12,1559469840,2019-06-02,2019-06-02 19:04:00+09:00,19
