Steps,Timestamp,Date,Time
0,1551366540000 ,"Mar 1, 2019",12:09:00 AM
0,1551366660000 ,"Mar 1, 2019",12:11:00 AM
0,1551367260000 ,"Mar 1, 2019",12:21:00 AM
0,1551367860000 ,"Mar 1, 2019",12:31:00 AM
0,1551368460000 ,"Mar 1, 2019",12:41:00 AM
0,1551369060000 ,"Mar 1, 2019",12:51:00 AM
0,1551369660000 ,"Mar 1, 2019",1:01:00 AM
0,1551370260000 ,"Mar 1, 2019",1:11:00 AM
0,1551370860000 ,"Mar 1, 2019",1:21:00 AM
0,1551371460000 ,"Mar 1, 2019",1:31:00 AM
0,1551372060000 ,"Mar 1, 2019",1:41:00 AM
0,1551372660000 ,"Mar 1, 2019",1:51:00 AM
0,1551373260000 ,"Mar 1, 2019",2:01:00 AM
0,1551373860000 ,"Mar 1, 2019",2:11:00 AM
0,1551374460000 ,"Mar 1, 2019",2:21:00 AM
0,1551375060000 ,"Mar 1, 2019",2:31:00 AM
0,1551375660000 ,"Mar 1, 2019",2:41:00 AM
0,1551376260000 ,"Mar 1, 2019",2:51:00 AM
0,1551376860000 ,"Mar 1, 2019",3:01:00 AM
0,1551377460000 ,"Mar 1, 2019",3:11:00 AM
0,1551378060000 ,"Mar 1, 2019",3:21:00 AM
0,1551378660000 ,"Mar 1, 2019",3:31:00 AM
0,1551379260000 ,"Mar 1, 2019",3:41:00 AM
0,1551379860000 ,"Mar 1, 2019",3:51:00 AM
0,1551380460000 ,"Mar 1, 2019",4:01:00 AM
0,1551381060000 ,"Mar 1, 2019",4:11:00 AM
0,1551381660000 ,"Mar 1, 2019",4:21:00 AM
0,1551382260000 ,"Mar 1, 2019",4:31:00 AM
0,1551382860000 ,"Mar 1, 2019",4:41:00 AM
0,1551383460000 ,"Mar 1, 2019",4:51:00 AM
0,1551384060000 ,"Mar 1, 2019",5:01:00 AM
0,1551384660000 ,"Mar 1, 2019",5:11:00 AM
0,1551385260000 ,"Mar 1, 2019",5:21:00 AM
0,1551385860000 ,"Mar 1, 2019",5:31:00 AM
0,1551386460000 ,"Mar 1, 2019",5:41:00 AM
0,1551387060000 ,"Mar 1, 2019",5:51:00 AM
